"Category","Severity","Issue Name","Affected Targets","Status","Impact","Ease of Implementation","Urgency","Issue Priority","Due Date","Owner","Notes"
"Identity Management;oms_SQL;Security and Compliance;SQL Security","Medium","Avoid running SQL Server Agent jobs using highly-privileged accounts.","LIMCVHDBL.XYZ.DOM.MBC\CommandLog Cleanup_CommandLog Cleanup;LIMCVHDBL.XYZ.DOM.MBC\DatabaseBackup - SYSTEM_DATABASES - FULL_DatabaseBackup - SYSTEM_DATABASES - FULL;LIMCVHDBL.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - DIFF_DatabaseBackup - USER_DATABASES - DIFF;LIMCVHDBL.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - FULL_DatabaseBackup - USER_DATABASES - FULL;LIMCVHDBL.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - LOG_DatabaseBackup - USER_DATABASES - LOG;LIMCVHDBL.XYZ.DOM.MBC\DatabaseIntegrityCheck - SYSTEM_DATABASES_DatabaseIntegrityCheck - SYSTEM_DATABASES;LIMCVHDBL.XYZ.DOM.MBC\DatabaseIntegrityCheck - USER_DATABASES_DatabaseIntegrityCheck - USER_DATABASES;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - Backups_Copy_DBA - Backups_Copy;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - CollectIOStats_Execute;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - CollectIOStats_Execute1;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - DailyErrorLogRecycle_RecycleErrorLogStep;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - DailyStats_CPU_Usage_Daily_Steps;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - DailyStats_DiskIO_Daily_Steps;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - DailyStats_Memory_Daily_Steps;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - DailyStats_CleanUp_Execute SP;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - MemoryStats_Execute;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - TopCPUQuery_Execute;LIMCVHDBL.XYZ.DOM.MBC\Vault1 - TopCPUQuery_Execute1;LIMCVHDBL.XYZ.DOM.MBC\IndexOptimize - USER_DATABASES_IndexOptimize - USER_DATABASES;LIMCVHDBL.XYZ.DOM.MBC\Output ItemLeaf2 Cleanup_Output ItemLeaf2 Cleanup;LIMCVHDBL.XYZ.DOM.MBC\sp_delete_backuphistory_sp_delete_backuphistory;LIMCVHDBL.XYZ.DOM.MBC\sp_purge_jobhistory_sp_purge_jobhistory;LIMCSADBL2.XYZ.DOM.MBC\Audit Disable check_Audit check;LIMCSADBL2.XYZ.DOM.MBC\Audit Disable check_Audit spec check;LIMCSADBL2.XYZ.DOM.MBC\Audit_Effect_Daily_Stats_CUP_Usage_Daily_Steps;LIMCSADBL2.XYZ.DOM.MBC\Audit_Effect_Daily_Stats_DiskIO_Daily_Steps;LIMCSADBL2.XYZ.DOM.MBC\Audit_Effect_Daily_Stats_Memory_Daily_Steps;LIMCSADBL2.XYZ.DOM.MBC\CommandLog Cleanup_CommandLog Cleanup;LIMCSADBL2.XYZ.DOM.MBC\DatabaseBackup - SYSTEM_DATABASES - FULL_DatabaseBackup - SYSTEM_DATABASES - FULL;LIMCSADBL2.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - DIFF_DatabaseBackup - USER_DATABASES - DIFF;LIMCSADBL2.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - FULL_DatabaseBackup - USER_DATABASES - FULL;LIMCSADBL2.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - LOG_DatabaseBackup - USER_DATABASES - LOG;LIMCSADBL2.XYZ.DOM.MBC\DatabaseIntegrityCheck - SYSTEM_DATABASES_DatabaseIntegrityCheck - SYSTEM_DATABASES;LIMCSADBL2.XYZ.DOM.MBC\DatabaseIntegrityCheck - USER_DATABASES_DatabaseIntegrityCheck - USER_DATABASES;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - Backups_Copy_DBA - Backups_Copy;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - CollectIOStats_Execute;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - CollectIOStats_Execute1;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - DailyErrorLogRecycle_RecycleErrorLogStep;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - DailyStats_CPU_Usage_Daily_Steps;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - DailyStats_DiskIO_Daily_Steps;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - DailyStats_Memory_Daily_Steps;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - DailyStats_CleanUp_Execute SP;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - MemoryStats_Execute;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - TopCPUQuery_Execute;LIMCSADBL2.XYZ.DOM.MBC\Vault1 - TopCPUQuery_Execute1;LIMCSADBL2.XYZ.DOM.MBC\IndexOptimize - USER_DATABASES_IndexOptimize - USER_DATABASES;LIMCSADBL2.XYZ.DOM.MBC\Output ItemLeaf2 Cleanup_Output ItemLeaf2 Cleanup;LIMCSADBL2.XYZ.DOM.MBC\sp_delete_backuphistory_sp_delete_backuphistory;LIMCSADBL2.XYZ.DOM.MBC\sp_purge_jobhistory_sp_purge_jobhistory;LIMAJIDBL.XYZ.DOM.MBC\058B8255-C8CE-4901-9093-7E6B125D605E_058B8255-C8CE-4901-9093-7E6B125D605E_step_1;LIMAJIDBL.XYZ.DOM.MBC\1807A675-0DAE-4132-9659-C701A3FB1956_1807A675-0DAE-4132-9659-C701A3FB1956_step_1;LIMAJIDBL.XYZ.DOM.MBC\21C7EFED-F967-41DD-9721-15C271754CF3_21C7EFED-F967-41DD-9721-15C271754CF3_step_1;LIMAJIDBL.XYZ.DOM.MBC\23818BD4-F549-420B-9D74-31E426E8A0F7_23818BD4-F549-420B-9D74-31E426E8A0F7_step_1;LIMAJIDBL.XYZ.DOM.MBC\27BAAC84-BE45-4F7B-9C8F-7996479789B5_27BAAC84-BE45-4F7B-9C8F-7996479789B5_step_1;LIMAJIDBL.XYZ.DOM.MBC\3876CE68-1FCD-438C-9ACC-F51C9CCFDD27_3876CE68-1FCD-438C-9ACC-F51C9CCFDD27_step_1;LIMAJIDBL.XYZ.DOM.MBC\4AAF541D-07A9-41B5-82DE-3E43C6C15A30_4AAF541D-07A9-41B5-82DE-3E43C6C15A30_step_1;LIMAJIDBL.XYZ.DOM.MBC\514104BD-B985-4C47-9CF9-AF590FC68921_514104BD-B985-4C47-9CF9-AF590FC68921_step_1;LIMAJIDBL.XYZ.DOM.MBC\58270271-6C2A-45F8-9C5B-38132C118F30_58270271-6C2A-45F8-9C5B-38132C118F30_step_1;LIMAJIDBL.XYZ.DOM.MBC\59CEAB4B-3827-4875-81CE-6FB11AD19DBD_59CEAB4B-3827-4875-81CE-6FB11AD19DBD_step_1;LIMAJIDBL.XYZ.DOM.MBC\658AF71E-C924-4E46-A6A0-42F606F12467_658AF71E-C924-4E46-A6A0-42F606F12467_step_1;LIMAJIDBL.XYZ.DOM.MBC\6C8679A7-DAF3-4707-A752-F00086785ECD_6C8679A7-DAF3-4707-A752-F00086785ECD_step_1;LIMAJIDBL.XYZ.DOM.MBC\6DC44151-F727-478C-8EDA-ADBB4B4A1087_6DC44151-F727-478C-8EDA-ADBB4B4A1087_step_1;LIMAJIDBL.XYZ.DOM.MBC\6DFA0519-108A-41A9-84A8-E240F9479857_6DFA0519-108A-41A9-84A8-E240F9479857_step_1;LIMAJIDBL.XYZ.DOM.MBC\7070E23F-180C-4992-A052-6EE58943F9BC_7070E23F-180C-4992-A052-6EE58943F9BC_step_1;LIMAJIDBL.XYZ.DOM.MBC\720CE155-BE30-4E13-8CD9-765F49D499B2_720CE155-BE30-4E13-8CD9-765F49D499B2_step_1;LIMAJIDBL.XYZ.DOM.MBC\732383C8-B517-4DD5-8E4F-62C54566D24E_732383C8-B517-4DD5-8E4F-62C54566D24E_step_1;LIMAJIDBL.XYZ.DOM.MBC\743F3859-07D6-4BE3-84F7-F430B8AD6D79_743F3859-07D6-4BE3-84F7-F430B8AD6D79_step_1;LIMAJIDBL.XYZ.DOM.MBC\79150A3E-DFCD-4DC4-AE86-AF9D0241D0A7_79150A3E-DFCD-4DC4-AE86-AF9D0241D0A7_step_1;LIMAJIDBL.XYZ.DOM.MBC\792AED3D-9F3A-472C-8065-71A0BDFB2B3B_792AED3D-9F3A-472C-8065-71A0BDFB2B3B_step_1;LIMAJIDBL.XYZ.DOM.MBC\80CE39B9-9110-48F8-9EE3-F54A71972F67_80CE39B9-9110-48F8-9EE3-F54A71972F67_step_1;LIMAJIDBL.XYZ.DOM.MBC\81364405-D443-485F-882F-2965E48EFBD0_81364405-D443-485F-882F-2965E48EFBD0_step_1;LIMAJIDBL.XYZ.DOM.MBC\830D93B8-A6FA-4511-A1A7-3EB38094AA7A_830D93B8-A6FA-4511-A1A7-3EB38094AA7A_step_1;LIMAJIDBL.XYZ.DOM.MBC\875DD7A1-6C7F-4151-B613-002D67FC5D14_875DD7A1-6C7F-4151-B613-002D67FC5D14_step_1;LIMAJIDBL.XYZ.DOM.MBC\8B782424-0B5B-4720-B9B0-0220C01DCE6B_8B782424-0B5B-4720-B9B0-0220C01DCE6B_step_1;LIMAJIDBL.XYZ.DOM.MBC\8DB3925B-2B27-49A7-984B-3439AB33D95B_8DB3925B-2B27-49A7-984B-3439AB33D95B_step_1;LIMAJIDBL.XYZ.DOM.MBC\8EB0C8E0-2609-4ECC-9572-751D03BC416C_8EB0C8E0-2609-4ECC-9572-751D03BC416C_step_1;LIMAJIDBL.XYZ.DOM.MBC\9FA84A5B-BF67-4E73-A684-698C3E845ACD_9FA84A5B-BF67-4E73-A684-698C3E845ACD_step_1;LIMAJIDBL.XYZ.DOM.MBC\9FFFCF3E-61A8-4024-BD3C-26C36FB85BB4_9FFFCF3E-61A8-4024-BD3C-26C36FB85BB4_step_1;LIMAJIDBL.XYZ.DOM.MBC\A2E38128-8093-44A2-B053-7B4981574D46_A2E38128-8093-44A2-B053-7B4981574D46_step_1;LIMAJIDBL.XYZ.DOM.MBC\A6743D0A-2062-46AF-95AD-A1275E000661_A6743D0A-2062-46AF-95AD-A1275E000661_step_1;LIMAJIDBL.XYZ.DOM.MBC\C0F1FA47-A083-42A7-9613-4DAE0DF16187_C0F1FA47-A083-42A7-9613-4DAE0DF16187_step_1;LIMAJIDBL.XYZ.DOM.MBC\C1F05E95-7DEB-4DBA-A267-BE7B91FB54A9_C1F05E95-7DEB-4DBA-A267-BE7B91FB54A9_step_1;LIMAJIDBL.XYZ.DOM.MBC\C401D37B-B0CE-4A17-AE59-752CEB7A3E4F_C401D37B-B0CE-4A17-AE59-752CEB7A3E4F_step_1;LIMAJIDBL.XYZ.DOM.MBC\C7841799-1CEB-4527-9D1A-9C56CC918020_C7841799-1CEB-4527-9D1A-9C56CC918020_step_1;LIMAJIDBL.XYZ.DOM.MBC\CEC21F54-83CC-4DBE-B240-43859F91D2AA_CEC21F54-83CC-4DBE-B240-43859F91D2AA_step_1;LIMAJIDBL.XYZ.DOM.MBC\CommandLog Cleanup_CommandLog Cleanup;LIMAJIDBL.XYZ.DOM.MBC\D093FEBF-ED44-4760-8176-794AFAD24C83_D093FEBF-ED44-4760-8176-794AFAD24C83_step_1;LIMAJIDBL.XYZ.DOM.MBC\D1481F6C-C1CC-423F-AE98-7A42FA168467_D1481F6C-C1CC-423F-AE98-7A42FA168467_step_1;LIMAJIDBL.XYZ.DOM.MBC\D24DC9C6-250E-4600-9AEA-556C3DCB0601_D24DC9C6-250E-4600-9AEA-556C3DCB0601_step_1;LIMAJIDBL.XYZ.DOM.MBC\D91B809A-B7FA-4DF9-A160-7CDD5FF829D9_D91B809A-B7FA-4DF9-A160-7CDD5FF829D9_step_1;LIMAJIDBL.XYZ.DOM.MBC\D935E339-EB3D-42D8-95D6-B2E4D0153288_D935E339-EB3D-42D8-95D6-B2E4D0153288_step_1;LIMAJIDBL.XYZ.DOM.MBC\D96964C0-91E3-4A10-893E-6B238ECA6764_D96964C0-91E3-4A10-893E-6B238ECA6764_step_1;LIMAJIDBL.XYZ.DOM.MBC\DatabaseBackup - SYSTEM_DATABASES - FULL_DatabaseBackup - SYSTEM_DATABASES - FULL;LIMAJIDBL.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - DIFF_DatabaseBackup - USER_DATABASES - DIFF;LIMAJIDBL.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - FULL_DatabaseBackup - USER_DATABASES - FULL;LIMAJIDBL.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - LOG_DatabaseBackup - USER_DATABASES - LOG;LIMAJIDBL.XYZ.DOM.MBC\DatabaseIntegrityCheck - SYSTEM_DATABASES_DatabaseIntegrityCheck - SYSTEM_DATABASES;LIMAJIDBL.XYZ.DOM.MBC\DatabaseIntegrityCheck - USER_DATABASES_DatabaseIntegrityCheck - USER_DATABASES;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - Backups_Copy_DBA - Backups_Copy;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - CollectIOStats_Execute;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - CollectIOStats_Execute1;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - DailyErrorLogRecycle_RecycleErrorLogStep;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - DailyStats_CPU_Usage_Daily_Steps;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - DailyStats_DiskIO_Daily_Steps;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - DailyStats_Memory_Daily_Steps;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - DailyStats_CleanUp_Execute SP;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - MemoryStats_Execute;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - TopCPUQuery_Execute;LIMAJIDBL.XYZ.DOM.MBC\Vault1 - TopCPUQuery_Execute1;LIMAJIDBL.XYZ.DOM.MBC\DF826EB1-3170-4211-BBFD-CFB043484D46_DF826EB1-3170-4211-BBFD-CFB043484D46_step_1;LIMAJIDBL.XYZ.DOM.MBC\E61FA75A-999D-49C5-9335-1ED3846E87E2_E61FA75A-999D-49C5-9335-1ED3846E87E2_step_1;LIMAJIDBL.XYZ.DOM.MBC\ED9F51B6-6A8F-4C01-A9A3-FAFDDE9BA8B0_ED9F51B6-6A8F-4C01-A9A3-FAFDDE9BA8B0_step_1;LIMAJIDBL.XYZ.DOM.MBC\F5C75CE9-6BF0-4F09-82E7-7611A5F9E282_F5C75CE9-6BF0-4F09-82E7-7611A5F9E282_step_1;LIMAJIDBL.XYZ.DOM.MBC\F869278D-D1BA-4E8C-BEA6-CBB2B5F008A8_F869278D-D1BA-4E8C-BEA6-CBB2B5F008A8_step_1;LIMAJIDBL.XYZ.DOM.MBC\FEAAE21D-1D0B-45F6-B3A5-B9398656935B_FEAAE21D-1D0B-45F6-B3A5-B9398656935B_step_1;LIMAJIDBL.XYZ.DOM.MBC\IndexOptimize - USER_DATABASES_IndexOptimize - USER_DATABASES;LIMAJIDBL.XYZ.DOM.MBC\Output ItemLeaf2 Cleanup_Output ItemLeaf2 Cleanup;LIMAJIDBL.XYZ.DOM.MBC\sp_delete_backuphistory_sp_delete_backuphistory;LIMAJIDBL.XYZ.DOM.MBC\sp_purge_jobhistory_sp_purge_jobhistory;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Audit Disabled Alert_sqlARK - Audit_Disable_Alert;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Audit Events_sqlARK - Audit Alerts;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_backups_data;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_backups_monthly;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_backups_path;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_db_files;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_sql_audits;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_sql_default_trace;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_sql_logins;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_sys_config;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_sys_databases;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_sys_properties;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_sql_audits;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_sql_default_trace;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_sql_logins;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_sys_config;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_sys_databases;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_sys_properties;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_dev_sql_audits;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_dev_sql_default_trace;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_dev_sql_logins;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_dev_sys_config;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_dev_sys_databases;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_dev_sys_properties;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_v1_sql_audits;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_v1_sql_default_trace;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_v1_sql_logins;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_v1_sys_config;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_v1_sys_databases;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_1_v1_sys_properties;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_backups_data;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_db_files;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_db_tables;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_DEV_backups_data;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_DEV_db_files;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_DEV_db_tables;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_v1_backups_data;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_v1_db_files;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_2_v1_db_tables;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - Daily_TEST_TEST_TEST;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - DB Config Alert_sqlARK - DB Config Alert;LIMAJIDBL.XYZ.DOM.MBC\sqlARK - XE Archive Files_Extended Events Archive Old Files;LIMAJIDBL.XYZ.DOM.MBC\SSIS Server Maintenance Job_SSIS Server Max Version Per Project Maintenance;LIMAJIDBL.XYZ.DOM.MBC\SSIS Server Maintenance Job_SSIS Server Operation Records Maintenance;LIMAJIDBL.XYZ.DOM.MBC\zzsqlARK_Test_Permission_TEST;Polaris1.XYZ.DOM.MBC\CommandLog Cleanup_CommandLog Cleanup;Polaris1.XYZ.DOM.MBC\DatabaseBackup - SYSTEM_DATABASES - FULL_DatabaseBackup - SYSTEM_DATABASES - FULL;Polaris1.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - DIFF_DatabaseBackup - USER_DATABASES - DIFF;Polaris1.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - FULL_DatabaseBackup - USER_DATABASES - FULL;Polaris1.XYZ.DOM.MBC\DatabaseBackup - USER_DATABASES - LOG_DatabaseBackup - USER_DATABASES - LOG;Polaris1.XYZ.DOM.MBC\DatabaseIntegrityCheck - SYSTEM_DATABASES_DatabaseIntegrityCheck - SYSTEM_DATABASES;Polaris1.XYZ.DOM.MBC\DatabaseIntegrityCheck - USER_DATABASES_DatabaseIntegrityCheck - USER_DATABASES;Polaris1.XYZ.DOM.MBC\Vault1 - Backups_Copy_DBA - Backups_Copy;Polaris1.XYZ.DOM.MBC\Vault1 - DailyErrorLogRecycle_RecycleErrorLogStep;Polaris1.XYZ.DOM.MBC\IndexOptimize - USER_DATABASES_IndexOptimize - USER_DATABASES;Polaris1.XYZ.DOM.MBC\ItemFlame2.SiteWideCleanup_Step;Polaris1.XYZ.DOM.MBC\Output ItemLeaf2 Cleanup_Output ItemLeaf2 Cleanup;Polaris1.XYZ.DOM.MBC\sp_delete_backuphistory_sp_delete_backuphistory;Polaris1.XYZ.DOM.MBC\sp_purge_jobhistory_sp_purge_jobhistory","Failed",,,,,,,
"Business/IT Alignment;Management Processes;Licensing","Medium","Review if the processor configuration change has Licensing implications","LIMCVHDBL.XYZ.DOM.MBC","Failed",,,,,,,
"Security and Compliance;Server Hardening and Surface Area Configuration;oms_Security;Policy Based Management;SqlSa","Medium","Disable FILESTREAM if not used","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC","Failed",,,,,,,
"oms_Security;Policy Based Management;Security and Compliance;Server Hardening and Surface Area Configuration;SqlSa","Medium","Replace SQL extended stored procedures with common language runtime (CLR) assemblies where possible. Do not prefix user stored procedures with 'sp_' or 'xp_'","LIMCVHDBL.XYZ.DOM.MBC:master;LIMCSADBL2.XYZ.DOM.MBC:master;LIMAJIDBL.XYZ.DOM.MBC:ItemLeaf5;LIMAJIDBL.XYZ.DOM.MBC:Vault1;LIMAJIDBL.XYZ.DOM.MBC:master;LIMLMOSQL01.XYZ.DOM.MBC:master;LIMLMOSQL01.XYZ.DOM.MBC:ItemFlame3;LIMLMOSQL01.XYZ.DOM.MBC:ItemStone3;LIMLMOSQL01.XYZ.DOM.MBC:ItemDust4;LIMLMOSQL01.XYZ.DOM.MBC:ItemStone4","Failed",,,,,,,
"Operations and Monitoring;Information Gathering;SqlSa;Authentication;oms_Security","Medium","Enable 'Common Criteria Compliance' setting for login statistics","LIMLMOSQL01.XYZ.DOM.MBC:ItemQuasar1 ItemStone1 ItemWind1","Failed",,,,,,,
"Security and Compliance;Identity Management;SqlSa;UserSchemaSeparation;oms_Security","Medium","Grant object permissions at the schema level","LIMCSADBL2.XYZ.DOM.MBC:ItemWind5:dbo;LIMCSADBL2.XYZ.DOM.MBC:ItemSpark5:dbo;LIMCSADBL2.XYZ.DOM.MBC:ItemComet2:ItemWind4;LIMCSADBL2.XYZ.DOM.MBC:ItemWind2:ItemWind4;LIMCSADBL2.XYZ.DOM.MBC:ItemWind2:dbo;LIMLMOSQL01.XYZ.DOM.MBC:ItemFlame4:dbo;LIMLMOSQL01.XYZ.DOM.MBC:ItemStone4 :dbo","Failed",,,,,,,
"Security and Compliance;Identity Management;SqlSa;UserSchemaSeparation;oms_Security","Medium","Group database objects in distinct schema containers","LIMCVHDBL.XYZ.DOM.MBC:Vault2;LIMCVHDBL.XYZ.DOM.MBC:Vault1;LIMCVHDBL.XYZ.DOM.MBC:Stream1;LIMCVHDBL.XYZ.DOM.MBC:Shard1;LIMCVHDBL.XYZ.DOM.MBC:Root1;LIMCVHDBL.XYZ.DOM.MBC:ItemWave6;LIMCVHDBL.XYZ.DOM.MBC:Crystal2;LIMCVHDBL.XYZ.DOM.MBC:Core2;LIMCSADBL2.XYZ.DOM.MBC:ItemLeaf1;LIMCSADBL2.XYZ.DOM.MBC:Vault1;LIMCSADBL2.XYZ.DOM.MBC:ItemWave2;LIMCSADBL2.XYZ.DOM.MBC:Core1;LIMCSADBL2.XYZ.DOM.MBC:ItemQuasar2;LIMCSADBL2.XYZ.DOM.MBC:ItemWind5;LIMCSADBL2.XYZ.DOM.MBC:ItemSpark5;LIMCSADBL2.XYZ.DOM.MBC:ItemSpark2;LIMCSADBL2.XYZ.DOM.MBC:ItemWave3;LIMAJIDBL.XYZ.DOM.MBC:ItemSpark1;LIMAJIDBL.XYZ.DOM.MBC:ItemLeaf4;LIMLMOSQL01.XYZ.DOM.MBC:Vault1;LIMLMOSQL01.XYZ.DOM.MBC:ItemQuasar4;LIMLMOSQL01.XYZ.DOM.MBC:ItemFlame4;LIMLMOSQL01.XYZ.DOM.MBC:ItemStone4","Failed",,,,,,,
"Identity Management;oms_Security;Security and Compliance;SqlAdminAccountsProvisioning;SqlSa","Medium","Provision SQL Server administrator’s Windows accounts in to the SYSADMIN server role instead of Windows Groups","LIMCVHDBL.XYZ.DOM.MBC:XYZ\DBA_Group;LIMCSADBL2.XYZ.DOM.MBC:XYZ\DBA_Group;LIMAJIDBL.XYZ.DOM.MBC:XYZ\DBA_Group;LIMLMOSQL01.XYZ.DOM.MBC:XYZ\DBA_Group","Failed",,,,,,,
"Logins;oms_Security;Security and Compliance;Server Hardening and Surface Area Configuration;SqlSa","Medium","Remove the VIEW ANY DATABASE permission from the Public role","LIMCVHDBL.XYZ.DOM.MBC:ItemLeaf3 ItemQuasar6;LIMCSADBL2.XYZ.DOM.MBC:ItemLeaf3 ItemQuasar6;LIMAJIDBL.XYZ.DOM.MBC:ItemLeaf3 ItemQuasar6;LIMLMOSQL01.XYZ.DOM.MBC:ItemLeaf3 ItemQuasar6","Failed",,,,,,,
"Security and Compliance;Identity Management;oms_Security","Medium","Set a default schema for every database user","LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM01$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM02$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM03$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM04$;LIMCVHDBL.XYZ.DOM.MBC:Vault2:ItemStone2 ItemSpark3\HealthService;LIMCVHDBL.XYZ.DOM.MBC:Vault2:XYZ\LIMSLPM05$;LIMCVHDBL.XYZ.DOM.MBC:Vault1:ItemStone2 ItemSpark3\HealthService","Failed",,,,,,,
"Security and Compliance;Security and Privacy Processes;oms_Security","Medium","Use EKM generated certificates if Certificate CLR and expiration must be enforced","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Security and Compliance;Security and Privacy Processes;oms_Security","Medium","Use EKM with TDE (if available)","LIMCVHDBL.XYZ.DOM.MBC;LIMCSADBL2.XYZ.DOM.MBC;LIMAJIDBL.XYZ.DOM.MBC;LIMLMOSQL01.XYZ.DOM.MBC","Failed",,,,,,,
"Security and Compliance;Identity Management;oms_Security","Medium","Use MSDB database roles for permission management on maintenance tasks","LIMCVHDBL.XYZ.DOM.MBC:msdb;LIMCSADBL2.XYZ.DOM.MBC:msdb;LIMAJIDBL.XYZ.DOM.MBC:msdb;LIMLMOSQL01.XYZ.DOM.MBC:msdb","Failed",,,,,,,
